Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,0,0,0,3,2,0,1,14,9,0,1,0,28,10,12,45.5,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,5,0,0,17,13,0,4,18,22,0,2,0,122,13,16,44.8,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,0,0,0,4,6,0,6,6,8,1,0,0,29,3,9,25.0,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,2,0,0,7,5,0,0,11,2,0,0,0,22,15,7,68.2,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,2,0,0,3,4,0,0,8,4,0,0,0,26,3,6,33.3,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,2,0,0,20,11,0,17,21,16,0,1,0,60,11,9,55.0,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,1,0,0,7,9,1,1,3,2,0,0,0,5,1,5,16.7,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,4,0,0,13,14,0,71,6,4,0,0,0,62,6,3,66.7,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,0,0,0,4,15,0,15,1,4,0,0,0,19,1,9,10.0,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,4,0,0,22,31,1,61,8,15,0,0,0,74,19,46,29.2,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,9,2,2,11,40,6,160,24,3,1,0,0,130,11,15,42.3,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,0,0,0,2,2,0,2,1,1,0,0,0,3,2,0,100.0,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,1,0,0,19,19,6,59,14,14,0,0,0,80,16,17,48.5,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,3,0,0,19,26,3,10,11,10,0,0,0,45,14,20,41.2,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,7,1,0,43,28,2,4,30,23,0,1,0,87,24,27,47.1,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,1,0,0,10,17,2,17,7,13,0,0,0,59,7,13,35.0,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,1,0,0,14,5,0,0,19,14,0,0,0,77,55,44,55.6,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,3,1,1,23,26,6,22,5,11,0,0,0,75,17,38,30.9,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,1,0,0,13,6,0,8,1,6,0,0,0,21,10,10,50.0,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,2,0,0,7,19,1,1,1,1,0,0,0,10,6,7,46.2,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,3,0,0,1,3,0,0,0,0,0,1,0,24,5,1,83.3,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,0,0,0,0,3,0,0,1,2,0,0,0,20,8,0,100.0,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,2,0,0,19,7,2,0,22,10,0,0,0,72,74,37,66.7,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,3,0,0,18,17,3,59,3,9,0,0,0,58,4,16,20.0,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,1,2,0,10,10,0,17,9,4,0,0,0,41,4,6,40.0,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,5,1,1,19,31,1,125,15,21,0,0,0,93,17,18,48.6,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,6,0,0,39,17,0,22,38,22,0,0,0,144,37,27,57.8,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,0,0,0,4,1,0,0,5,2,0,1,1,9,3,4,42.9,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,0,0,0,0,2,0,8,0,3,0,0,0,7,1,3,25.0,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,4,0,0,11,6,1,2,0,2,0,0,0,12,11,11,50.0,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,0,0,0,1,1,0,3,0,2,0,0,0,4,0,1,0.0,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,2,0,0,8,20,2,30,3,6,0,0,0,50,14,9,60.9,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,0,0,0,0,0,0,3,0,0,0,0,0,4,1,5,16.7,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,0,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0.0,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,0,0,0,0,5,0,0,1,1,0,0,0,31,9,2,81.8,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,100.0,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,2,0,0,8,3,2,8,8,5,0,0,0,26,3,8,27.3,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,1,0,0,6,30,2,33,8,10,0,0,0,42,5,3,62.5,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,1,0,0,2,0,0,0,2,1,0,0,0,13,2,2,50.0,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,5,0,0,28,49,3,77,26,16,0,0,0,122,25,27,48.1,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,3,0,0,14,31,4,36,13,13,0,0,0,54,8,18,30.8,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,0,0,0,2,6,0,2,3,3,0,0,0,10,7,14,33.3,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,0,0,0,5,4,0,5,2,3,0,0,0,4,3,2,60.0,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,8,0,0,47,12,2,2,24,17,0,2,0,112,31,32,49.2,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,3,0,0,34,26,1,16,22,29,0,0,0,114,25,48,34.2,Matches,803d5265
