Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,1089,38,222,681,199,11,1089,31,20,64.5,11,35.5,587,2750,1201,15,16,1,11,19,649,35,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,3,1,1,0,2,2,3,0,0,,0,,1,4,0,0,0,0,0,0,2,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,167,38,107,57,4,3,167,1,0,0.0,1,100.0,110,590,407,0,1,1,0,0,113,0,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,72,1,4,20,51,4,72,15,7,46.7,7,46.7,53,468,202,10,5,1,6,5,55,18,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,5,1,2,2,1,0,5,0,0,,0,,2,5,0,0,0,0,0,0,2,0,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,163,7,9,84,70,31,163,10,3,30.0,3,30.0,87,434,120,5,2,3,22,17,99,34,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,17,2,3,3,12,3,17,2,0,0.0,2,100.0,8,44,27,1,1,0,1,0,10,5,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,32,0,7,16,10,1,32,4,1,25.0,3,75.0,21,97,38,0,0,0,1,2,19,4,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,340,10,41,108,196,46,340,41,17,41.5,23,56.1,208,1397,687,34,7,15,24,10,212,73,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,18,0,1,7,10,1,18,1,0,0.0,1,100.0,7,36,11,0,2,0,1,2,6,2,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,41,1,10,13,18,0,41,0,0,,0,,19,44,12,0,0,0,0,0,22,4,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,1112,896,1100,12,0,0,1112,0,0,,0,,647,3452,2308,0,0,0,3,0,531,0,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,142,128,142,0,0,0,142,0,0,,0,,66,390,326,0,0,0,0,0,41,0,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,259,6,34,119,111,24,259,19,8,42.1,11,57.9,128,750,239,8,6,2,15,10,166,36,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,493,10,48,221,238,25,493,51,35,68.6,13,25.5,343,2865,1553,46,46,13,19,12,390,77,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,89,9,23,61,6,0,89,0,0,,0,,48,170,65,1,1,0,2,1,52,0,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,2205,72,589,983,646,39,2205,34,18,52.9,12,35.3,1216,5898,3134,66,53,8,24,25,1462,138,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,763,28,163,346,258,28,763,17,5,29.4,11,64.7,448,1881,871,19,13,3,27,21,540,76,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,142,8,11,68,63,17,142,1,0,0.0,1,100.0,83,322,140,6,5,5,2,1,91,22,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,78,2,13,31,34,4,78,3,0,0.0,2,66.7,38,156,73,2,1,1,1,2,41,14,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,1151,49,244,678,241,31,1151,27,13,48.1,13,48.1,647,3955,1700,32,31,3,22,13,756,37,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,1196,17,124,659,422,88,1196,38,20,52.6,16,42.1,730,2917,1237,22,23,6,46,29,864,122,Matches,803d5265
